T,Predicted_GPP,CO2
10.15918182,1623.670746,394.5228947
10.189,1625.895477,394.5228947
10.21881818,1628.120208,394.5228947
10.24863636,1630.344939,394.5228947
10.27845455,1632.56967,394.5228947
10.30827273,1634.794402,394.5228947
10.33809091,1637.019133,394.5228947
10.36790909,1639.243864,394.5228947
10.39772727,1641.468595,394.5228947
10.42754545,1643.693326,394.5228947
10.45736364,1645.918058,394.5228947
10.48718182,1648.142789,394.5228947
10.517,1650.36752,394.5228947
10.54681818,1652.592251,394.5228947
10.57663636,1654.816982,394.5228947
10.60645455,1657.041713,394.5228947
10.63627273,1659.266445,394.5228947
10.66609091,1661.491176,394.5228947
10.69590909,1663.715907,394.5228947
10.72572727,1665.940638,394.5228947
10.75554545,1668.165369,394.5228947
10.78536364,1670.390101,394.5228947
10.81518182,1672.614832,394.5228947
10.845,1674.839563,394.5228947
10.87481818,1677.064294,394.5228947
10.90463636,1679.289025,394.5228947
10.93445455,1681.513757,394.5228947
10.96427273,1683.738488,394.5228947
10.99409091,1685.963219,394.5228947
11.02390909,1688.18795,394.5228947
11.05372727,1690.412681,394.5228947
11.08354545,1692.637413,394.5228947
11.11336364,1694.862144,394.5228947
11.14318182,1697.086875,394.5228947
11.173,1699.311606,394.5228947
8.221,1240.983676,416
8.250818182,1247.39993,416
8.280636364,1253.816183,416
8.310454545,1260.232437,416
8.340272727,1266.648691,416
8.370090909,1273.064945,416
8.399909091,1279.481199,416
8.429727273,1285.897453,416
8.459545455,1292.313707,416
8.489363636,1298.729961,416
8.519181818,1305.146215,416
8.549,1311.562468,416
8.578818182,1317.978722,416
8.608636364,1324.394976,416
8.638454545,1330.81123,416
8.668272727,1337.227484,416
8.698090909,1343.643738,416
8.727909091,1350.059992,416
8.757727273,1356.476246,416
8.787545455,1362.8925,416
8.817363636,1369.308753,416
8.847181818,1375.725007,416
8.877,1382.141261,416
8.906818182,1388.557515,416
8.936636364,1394.973769,416
8.966454545,1401.390023,416
8.996272727,1407.806277,416
9.026090909,1414.222531,416
9.055909091,1420.638785,416
9.085727273,1427.055038,416
9.115545455,1433.471292,416
9.145363636,1439.887546,416
9.175181818,1446.3038,416
9.205,1452.720054,416
9.234818182,1459.136308,416
9.264636364,1465.552562,416
9.294454545,1471.968816,416
9.324272727,1478.38507,416
9.354090909,1484.801323,416
9.383909091,1491.217577,416
9.413727273,1497.633831,416
9.443545455,1504.050085,416
9.473363636,1510.466339,416
9.503181818,1516.882593,416
9.533,1523.298847,416
9.562818182,1529.715101,416
9.592636364,1536.131355,416
9.622454545,1542.547608,416
9.652272727,1548.963862,416
9.682090909,1555.380116,416
9.711909091,1561.79637,416
9.741727273,1568.212624,416
9.771545455,1574.628878,416
9.801363636,1581.045132,416
9.831181818,1587.461386,416
9.861,1593.87764,416
9.890818182,1600.293893,416
9.920636364,1606.710147,416
9.950454545,1613.126401,416
9.980272727,1619.542655,416
10.01009091,1625.958909,416
10.03990909,1632.375163,416
10.06972727,1638.791417,416
10.09954545,1645.207671,416
10.12936364,1651.623925,416
10.15918182,1658.040178,416
10.189,1664.456432,416
10.21881818,1670.872686,416
10.24863636,1677.28894,416
10.27845455,1683.705194,416
10.30827273,1690.121448,416
10.33809091,1696.537702,416
10.36790909,1702.953956,416
10.39772727,1709.37021,416
10.42754545,1715.786463,416
10.45736364,1722.202717,416
10.48718182,1728.618971,416
10.517,1735.035225,416
10.54681818,1741.451479,416
10.57663636,1747.867733,416
10.60645455,1754.283987,416
10.63627273,1760.700241,416
10.66609091,1767.116495,416
10.69590909,1773.532748,416
10.72572727,1779.949002,416
10.75554545,1786.365256,416
10.78536364,1792.78151,416
10.81518182,1799.197764,416
10.845,1805.614018,416
10.87481818,1812.030272,416
10.90463636,1818.446526,416
10.93445455,1824.86278,416
10.96427273,1831.279033,416
10.99409091,1837.695287,416
11.02390909,1844.111541,416
11.05372727,1850.527795,416
11.08354545,1856.944049,416
11.11336364,1863.360303,416
11.14318182,1869.776557,416
11.173,1876.192811,416
