P,Predicted_GPP,CO2
523.7219798,1745.442527,342.7626
528.5224141,1753.525296,342.7626
533.3228485,1761.608065,342.7626
538.1232828,1769.690834,342.7626
542.9237172,1777.773603,342.7626
547.7241515,1785.856372,342.7626
552.5245859,1793.939142,342.7626
557.3250202,1802.021911,342.7626
562.1254545,1810.10468,342.7626
566.9258889,1818.187449,342.7626
571.7263232,1826.270218,342.7626
576.5267576,1834.352987,342.7626
581.3271919,1842.435756,342.7626
586.1276263,1850.518525,342.7626
590.9280606,1858.601294,342.7626
595.7284949,1866.684063,342.7626
600.5289293,1874.766832,342.7626
605.3293636,1882.849601,342.7626
610.129798,1890.93237,342.7626
614.9302323,1899.015139,342.7626
619.7306667,1907.097908,342.7626
624.531101,1915.180677,342.7626
629.3315354,1923.263446,342.7626
634.1319697,1931.346215,342.7626
638.932404,1939.428984,342.7626
643.7328384,1947.511754,342.7626
648.5332727,1955.594523,342.7626
653.3337071,1963.677292,342.7626
658.1341414,1971.760061,342.7626
662.9345758,1979.84283,342.7626
667.7350101,1987.925599,342.7626
672.5354444,1996.008368,342.7626
677.3358788,2004.091137,342.7626
682.1363131,2012.173906,342.7626
686.9367475,2020.256675,342.7626
691.7371818,2028.339444,342.7626
696.5376162,2036.422213,342.7626
701.3380505,2044.504982,342.7626
706.1384848,2052.587751,342.7626
710.9389192,2060.67052,342.7626
715.7393535,2068.753289,342.7626
720.5397879,2076.836058,342.7626
725.3402222,2084.918827,342.7626
730.1406566,2093.001596,342.7626
734.9410909,2101.084366,342.7626
739.7415253,2109.167135,342.7626
744.5419596,2117.249904,342.7626
749.3423939,2125.332673,342.7626
754.1428283,2133.415442,342.7626
758.9432626,2141.498211,342.7626
763.743697,2149.58098,342.7626
768.5441313,2157.663749,342.7626
773.3445657,2165.746518,342.7626
778.145,2173.829287,342.7626
302.902,1384.142639,396
307.7024343,1393.516043,396
312.5028687,1402.889446,396
317.303303,1412.262849,396
322.1037374,1421.636252,396
326.9041717,1431.009655,396
331.7046061,1440.383058,396
336.5050404,1449.756461,396
341.3054747,1459.129865,396
346.1059091,1468.503268,396
350.9063434,1477.876671,396
355.7067778,1487.250074,396
360.5072121,1496.623477,396
365.3076465,1505.99688,396
370.1080808,1515.370283,396
374.9085152,1524.743686,396
379.7089495,1534.11709,396
384.5093838,1543.490493,396
389.3098182,1552.863896,396
394.1102525,1562.237299,396
398.9106869,1571.610702,396
403.7111212,1580.984105,396
408.5115556,1590.357508,396
413.3119899,1599.730912,396
418.1124242,1609.104315,396
422.9128586,1618.477718,396
427.7132929,1627.851121,396
432.5137273,1637.224524,396
437.3141616,1646.597927,396
442.114596,1655.97133,396
446.9150303,1665.344733,396
451.7154646,1674.718137,396
456.515899,1684.09154,396
461.3163333,1693.464943,396
466.1167677,1702.838346,396
470.917202,1712.211749,396
475.7176364,1721.585152,396
480.5180707,1730.958555,396
485.3185051,1740.331959,396
490.1189394,1749.705362,396
494.9193737,1759.078765,396
499.7198081,1768.452168,396
504.5202424,1777.825571,396
509.3206768,1787.198974,396
514.1211111,1796.572377,396
518.9215455,1805.94578,396
523.7219798,1815.319184,396
528.5224141,1824.692587,396
533.3228485,1834.06599,396
538.1232828,1843.439393,396
542.9237172,1852.812796,396
547.7241515,1862.186199,396
552.5245859,1871.559602,396
557.3250202,1880.933006,396
562.1254545,1890.306409,396
566.9258889,1899.679812,396
571.7263232,1909.053215,396
576.5267576,1918.426618,396
581.3271919,1927.800021,396
586.1276263,1937.173424,396
590.9280606,1946.546827,396
595.7284949,1955.920231,396
600.5289293,1965.293634,396
605.3293636,1974.667037,396
610.129798,1984.04044,396
614.9302323,1993.413843,396
619.7306667,2002.787246,396
624.531101,2012.160649,396
629.3315354,2021.534053,396
634.1319697,2030.907456,396
638.932404,2040.280859,396
643.7328384,2049.654262,396
648.5332727,2059.027665,396
653.3337071,2068.401068,396
658.1341414,2077.774471,396
662.9345758,2087.147874,396
667.7350101,2096.521278,396
672.5354444,2105.894681,396
677.3358788,2115.268084,396
682.1363131,2124.641487,396
686.9367475,2134.01489,396
691.7371818,2143.388293,396
696.5376162,2152.761696,396
701.3380505,2162.1351,396
706.1384848,2171.508503,396
710.9389192,2180.881906,396
715.7393535,2190.255309,396
720.5397879,2199.628712,396
725.3402222,2209.002115,396
730.1406566,2218.375518,396
734.9410909,2227.748921,396
739.7415253,2237.122325,396
744.5419596,2246.495728,396
749.3423939,2255.869131,396
754.1428283,2265.242534,396
758.9432626,2274.615937,396
763.743697,2283.98934,396
768.5441313,2293.362743,396
773.3445657,2302.736146,396
778.145,2312.10955,396
