T,Predicted_GPP,CO2
-0.239515152,887.1778822,380.1406429
-0.207030303,889.4439325,380.1406429
-0.174545455,891.7099827,380.1406429
-0.142060606,893.976033,380.1406429
-0.109575758,896.2420833,380.1406429
-0.077090909,898.5081335,380.1406429
-0.044606061,900.7741838,380.1406429
-0.012121212,903.040234,380.1406429
0.020363636,905.3062843,380.1406429
0.052848485,907.5723345,380.1406429
0.085333333,909.8383848,380.1406429
0.117818182,912.104435,380.1406429
0.15030303,914.3704853,380.1406429
0.182787879,916.6365356,380.1406429
0.215272727,918.9025858,380.1406429
0.247757576,921.1686361,380.1406429
0.280242424,923.4346863,380.1406429
0.312727273,925.7007366,380.1406429
0.345212121,927.9667868,380.1406429
0.37769697,930.2328371,380.1406429
0.410181818,932.4988874,380.1406429
0.442666667,934.7649376,380.1406429
0.475151515,937.0309879,380.1406429
0.507636364,939.2970381,380.1406429
0.540121212,941.5630884,380.1406429
0.572606061,943.8291386,380.1406429
0.605090909,946.0951889,380.1406429
0.637575758,948.3612392,380.1406429
0.670060606,950.6272894,380.1406429
0.702545455,952.8933397,380.1406429
0.735030303,955.1593899,380.1406429
0.767515152,957.4254402,380.1406429
0.8,959.6914904,380.1406429
0.832484848,961.9575407,380.1406429
0.864969697,964.223591,380.1406429
0.897454545,966.4896412,380.1406429
0.929939394,968.7556915,380.1406429
0.962424242,971.0217417,380.1406429
0.994909091,973.287792,380.1406429
1.027393939,975.5538422,380.1406429
1.059878788,977.8198925,380.1406429
1.092363636,980.0859428,380.1406429
1.124848485,982.351993,380.1406429
1.157333333,984.6180433,380.1406429
1.189818182,986.8840935,380.1406429
1.22230303,989.1501438,380.1406429
1.254787879,991.416194,380.1406429
1.287272727,993.6822443,380.1406429
1.319757576,995.9482946,380.1406429
1.352242424,998.2143448,380.1406429
1.384727273,1000.480395,380.1406429
1.417212121,1002.746445,380.1406429
1.44969697,1005.012496,380.1406429
1.482181818,1007.278546,380.1406429
1.514666667,1009.544596,380.1406429
1.547151515,1011.810646,380.1406429
1.579636364,1014.076697,380.1406429
1.612121212,1016.342747,380.1406429
1.644606061,1018.608797,380.1406429
1.677090909,1020.874847,380.1406429
1.709575758,1023.140898,380.1406429
1.742060606,1025.406948,380.1406429
1.774545455,1027.672998,380.1406429
1.807030303,1029.939048,380.1406429
1.839515152,1032.205099,380.1406429
1.872,1034.471149,380.1406429
1.904484848,1036.737199,380.1406429
1.936969697,1039.003249,380.1406429
1.969454545,1041.2693,380.1406429
2.001939394,1043.53535,380.1406429
2.034424242,1045.8014,380.1406429
2.066909091,1048.06745,380.1406429
2.099393939,1050.333501,380.1406429
2.131878788,1052.599551,380.1406429
2.164363636,1054.865601,380.1406429
2.196848485,1057.131651,380.1406429
2.229333333,1059.397702,380.1406429
2.261818182,1061.663752,380.1406429
2.29430303,1063.929802,380.1406429
2.326787879,1066.195853,380.1406429
2.359272727,1068.461903,380.1406429
2.391757576,1070.727953,380.1406429
2.424242424,1072.994003,380.1406429
2.456727273,1075.260054,380.1406429
2.489212121,1077.526104,380.1406429
2.52169697,1079.792154,380.1406429
2.554181818,1082.058204,380.1406429
2.586666667,1084.324255,380.1406429
2.619151515,1086.590305,380.1406429
2.651636364,1088.856355,380.1406429
2.684121212,1091.122405,380.1406429
2.716606061,1093.388456,380.1406429
2.749090909,1095.654506,380.1406429
2.781575758,1097.920556,380.1406429
2.814060606,1100.186606,380.1406429
2.846545455,1102.452657,380.1406429
2.879030303,1104.718707,380.1406429
2.911515152,1106.984757,380.1406429
2.944,1109.250807,380.1406429
-0.272,1103.106686,394.682
-0.239515152,1104.051337,394.682
-0.207030303,1104.995988,394.682
-0.174545455,1105.940639,394.682
-0.142060606,1106.885291,394.682
-0.109575758,1107.829942,394.682
-0.077090909,1108.774593,394.682
-0.044606061,1109.719244,394.682
-0.012121212,1110.663896,394.682
0.020363636,1111.608547,394.682
0.052848485,1112.553198,394.682
0.085333333,1113.497849,394.682
0.117818182,1114.442501,394.682
0.15030303,1115.387152,394.682
0.182787879,1116.331803,394.682
0.215272727,1117.276454,394.682
0.247757576,1118.221106,394.682
0.280242424,1119.165757,394.682
0.312727273,1120.110408,394.682
0.345212121,1121.055059,394.682
0.37769697,1121.999711,394.682
0.410181818,1122.944362,394.682
0.442666667,1123.889013,394.682
0.475151515,1124.833664,394.682
0.507636364,1125.778316,394.682
0.540121212,1126.722967,394.682
0.572606061,1127.667618,394.682
0.605090909,1128.612269,394.682
0.637575758,1129.556921,394.682
0.670060606,1130.501572,394.682
0.702545455,1131.446223,394.682
0.735030303,1132.390874,394.682
0.767515152,1133.335526,394.682
0.8,1134.280177,394.682
0.832484848,1135.224828,394.682
0.864969697,1136.169479,394.682
0.897454545,1137.114131,394.682
0.929939394,1138.058782,394.682
0.962424242,1139.003433,394.682
0.994909091,1139.948084,394.682
1.027393939,1140.892736,394.682
1.059878788,1141.837387,394.682
1.092363636,1142.782038,394.682
1.124848485,1143.726689,394.682
1.157333333,1144.67134,394.682
1.189818182,1145.615992,394.682
1.22230303,1146.560643,394.682
1.254787879,1147.505294,394.682
1.287272727,1148.449945,394.682
1.319757576,1149.394597,394.682
1.352242424,1150.339248,394.682
1.384727273,1151.283899,394.682
1.417212121,1152.22855,394.682
1.44969697,1153.173202,394.682
1.482181818,1154.117853,394.682
1.514666667,1155.062504,394.682
1.547151515,1156.007155,394.682
1.579636364,1156.951807,394.682
1.612121212,1157.896458,394.682
1.644606061,1158.841109,394.682
1.677090909,1159.78576,394.682
1.709575758,1160.730412,394.682
1.742060606,1161.675063,394.682
1.774545455,1162.619714,394.682
1.807030303,1163.564365,394.682
1.839515152,1164.509017,394.682
1.872,1165.453668,394.682
1.904484848,1166.398319,394.682
1.936969697,1167.34297,394.682
1.969454545,1168.287622,394.682
2.001939394,1169.232273,394.682
2.034424242,1170.176924,394.682
2.066909091,1171.121575,394.682
2.099393939,1172.066227,394.682
2.131878788,1173.010878,394.682
2.164363636,1173.955529,394.682
2.196848485,1174.90018,394.682
2.229333333,1175.844832,394.682
2.261818182,1176.789483,394.682
2.29430303,1177.734134,394.682
2.326787879,1178.678785,394.682
2.359272727,1179.623437,394.682
2.391757576,1180.568088,394.682
2.424242424,1181.512739,394.682
2.456727273,1182.45739,394.682
2.489212121,1183.402042,394.682
2.52169697,1184.346693,394.682
2.554181818,1185.291344,394.682
2.586666667,1186.235995,394.682
2.619151515,1187.180646,394.682
2.651636364,1188.125298,394.682
2.684121212,1189.069949,394.682
2.716606061,1190.0146,394.682
2.749090909,1190.959251,394.682
2.781575758,1191.903903,394.682
2.814060606,1192.848554,394.682
2.846545455,1193.793205,394.682
2.879030303,1194.737856,394.682
2.911515152,1195.682508,394.682
2.944,1196.627159,394.682
