SW,Predicted_GPP,CO2
163.1816667,1840.39711,421.483
163.3852222,1841.13419,421.483
163.5887778,1841.87126,421.483
163.7923333,1842.60834,421.483
163.9958889,1843.34541,421.483
164.1994444,1844.08249,421.483
164.403,1844.81957,421.483
164.6065556,1845.55664,421.483
164.8101111,1846.29372,421.483
165.0136667,1847.03079,421.483
165.2172222,1847.76787,421.483
165.4207778,1848.50494,421.483
165.6243333,1849.24202,421.483
165.8278889,1849.97909,421.483
166.0314444,1850.71617,421.483
166.235,1851.45324,421.483
166.4385556,1852.19032,421.483
166.6421111,1852.92739,421.483
166.8456667,1853.66447,421.483
167.0492222,1854.40154,421.483
167.2527778,1855.13862,421.483
167.4563333,1855.8757,421.483
167.6598889,1856.61277,421.483
167.8634444,1857.34985,421.483
168.067,1858.08692,421.483
168.2705556,1858.824,421.483
168.4741111,1859.56107,421.483
168.6776667,1860.29815,421.483
168.8812222,1861.03522,421.483
169.0847778,1861.7723,421.483
169.2883333,1862.50937,421.483
169.4918889,1863.24645,421.483
169.6954444,1863.98352,421.483
169.899,1864.7206,421.483
170.1025556,1865.45767,421.483
170.3061111,1866.19475,421.483
170.5096667,1866.93183,421.483
170.7132222,1867.6689,421.483
170.9167778,1868.40598,421.483
171.1203333,1869.14305,421.483
171.3238889,1869.88013,421.483
171.5274444,1870.6172,421.483
171.731,1871.35428,421.483
171.9345556,1872.09135,421.483
172.1381111,1872.82843,421.483
172.3416667,1873.5655,421.483
172.5452222,1874.30258,421.483
172.7487778,1875.03965,421.483
172.9523333,1875.77673,421.483
173.1558889,1876.5138,421.483
173.3594444,1877.25088,421.483
173.563,1877.98796,421.483
173.7665556,1878.72503,421.483
173.9701111,1879.46211,421.483
174.1736667,1880.19918,421.483
174.3772222,1880.93626,421.483
174.5807778,1881.67333,421.483
174.7843333,1882.41041,421.483
174.9878889,1883.14748,421.483
175.1914444,1883.88456,421.483
175.395,1884.62163,421.483
175.5985556,1885.35871,421.483
175.8021111,1886.09578,421.483
176.0056667,1886.83286,421.483
176.2092222,1887.56993,421.483
176.4127778,1888.30701,421.483
176.6163333,1889.04409,421.483
176.8198889,1889.78116,421.483
177.0234444,1890.51824,421.483
177.227,1890.518236,421.483
