T,Predicted_GPP,CO2
9.406959596,1354.196464,399.8868462
9.435616162,1359.922524,399.8868462
9.464272727,1365.648583,399.8868462
9.492929293,1371.374642,399.8868462
9.521585859,1377.100702,399.8868462
9.550242424,1382.826761,399.8868462
9.57889899,1388.55282,399.8868462
9.607555556,1394.27888,399.8868462
9.636212121,1400.004939,399.8868462
9.664868687,1405.730998,399.8868462
9.693525253,1411.457058,399.8868462
9.722181818,1417.183117,399.8868462
9.750838384,1422.909176,399.8868462
9.779494949,1428.635235,399.8868462
9.808151515,1434.361295,399.8868462
9.836808081,1440.087354,399.8868462
9.865464646,1445.813413,399.8868462
9.894121212,1451.539473,399.8868462
9.922777778,1457.265532,399.8868462
9.951434343,1462.991591,399.8868462
9.980090909,1468.717651,399.8868462
10.00874747,1474.44371,399.8868462
10.03740404,1480.169769,399.8868462
10.06606061,1485.895828,399.8868462
10.09471717,1491.621888,399.8868462
10.12337374,1497.347947,399.8868462
10.1520303,1503.074006,399.8868462
10.18068687,1508.800066,399.8868462
10.20934343,1514.526125,399.8868462
10.238,1520.252184,399.8868462
7.401,1199.216631,406.747
7.429656566,1203.267522,406.747
7.458313131,1207.318412,406.747
7.486969697,1211.369303,406.747
7.515626263,1215.420194,406.747
7.544282828,1219.471085,406.747
7.572939394,1223.521975,406.747
7.60159596,1227.572866,406.747
7.630252525,1231.623757,406.747
7.658909091,1235.674648,406.747
7.687565657,1239.725538,406.747
7.716222222,1243.776429,406.747
7.744878788,1247.82732,406.747
7.773535354,1251.87821,406.747
7.802191919,1255.929101,406.747
7.830848485,1259.979992,406.747
7.859505051,1264.030883,406.747
7.888161616,1268.081773,406.747
7.916818182,1272.132664,406.747
7.945474747,1276.183555,406.747
7.974131313,1280.234446,406.747
8.002787879,1284.285336,406.747
8.031444444,1288.336227,406.747
8.06010101,1292.387118,406.747
8.088757576,1296.438009,406.747
8.117414141,1300.488899,406.747
8.146070707,1304.53979,406.747
8.174727273,1308.590681,406.747
8.203383838,1312.641572,406.747
8.232040404,1316.692462,406.747
8.26069697,1320.743353,406.747
8.289353535,1324.794244,406.747
8.318010101,1328.845135,406.747
8.346666667,1332.896025,406.747
8.375323232,1336.946916,406.747
8.403979798,1340.997807,406.747
8.432636364,1345.048698,406.747
8.461292929,1349.099588,406.747
8.489949495,1353.150479,406.747
8.518606061,1357.20137,406.747
8.547262626,1361.252261,406.747
8.575919192,1365.303151,406.747
8.604575758,1369.354042,406.747
8.633232323,1373.404933,406.747
8.661888889,1377.455824,406.747
8.690545455,1381.506714,406.747
8.71920202,1385.557605,406.747
8.747858586,1389.608496,406.747
8.776515152,1393.659386,406.747
8.805171717,1397.710277,406.747
8.833828283,1401.761168,406.747
8.862484848,1405.812059,406.747
8.891141414,1409.862949,406.747
8.91979798,1413.91384,406.747
8.948454545,1417.964731,406.747
8.977111111,1422.015622,406.747
9.005767677,1426.066512,406.747
9.034424242,1430.117403,406.747
9.063080808,1434.168294,406.747
9.091737374,1438.219185,406.747
9.120393939,1442.270075,406.747
9.149050505,1446.320966,406.747
9.177707071,1450.371857,406.747
9.206363636,1454.422748,406.747
9.235020202,1458.473638,406.747
9.263676768,1462.524529,406.747
9.292333333,1466.57542,406.747
9.320989899,1470.626311,406.747
9.349646465,1474.677201,406.747
9.37830303,1478.728092,406.747
9.406959596,1482.778983,406.747
9.435616162,1486.829874,406.747
9.464272727,1490.880764,406.747
9.492929293,1494.931655,406.747
9.521585859,1498.982546,406.747
9.550242424,1503.033437,406.747
9.57889899,1507.084327,406.747
9.607555556,1511.135218,406.747
9.636212121,1515.186109,406.747
9.664868687,1519.236999,406.747
9.693525253,1523.28789,406.747
9.722181818,1527.338781,406.747
9.750838384,1531.389672,406.747
9.779494949,1535.440562,406.747
9.808151515,1539.491453,406.747
9.836808081,1543.542344,406.747
9.865464646,1547.593235,406.747
9.894121212,1551.644125,406.747
9.922777778,1555.695016,406.747
9.951434343,1559.745907,406.747
9.980090909,1563.796798,406.747
10.00874747,1567.847688,406.747
10.03740404,1571.898579,406.747
10.06606061,1575.94947,406.747
10.09471717,1580.000361,406.747
10.12337374,1584.051251,406.747
10.1520303,1588.102142,406.747
10.18068687,1592.153033,406.747
10.20934343,1596.203924,406.747
10.238,1600.254814,406.747
