CO2 Concentration,Predicted_GPP,P
362.8678788,1309.392474,841.6544444
363.3466364,1311.261569,841.6544444
363.8253939,1313.130665,841.6544444
364.3041515,1314.99976,841.6544444
364.7829091,1316.868855,841.6544444
365.2616667,1318.737951,841.6544444
365.7404242,1320.607046,841.6544444
366.2191818,1322.476142,841.6544444
366.6979394,1324.345237,841.6544444
367.176697,1326.214332,841.6544444
367.6554545,1328.083428,841.6544444
368.1342121,1329.952523,841.6544444
368.6129697,1331.821618,841.6544444
369.0917273,1333.690714,841.6544444
369.5704848,1335.559809,841.6544444
370.0492424,1337.428905,841.6544444
370.528,1339.298,841.6544444
371.0067576,1341.167095,841.6544444
371.4855152,1343.036191,841.6544444
371.9642727,1344.905286,841.6544444
372.4430303,1346.774381,841.6544444
372.9217879,1348.643477,841.6544444
373.4005455,1350.512572,841.6544444
373.879303,1352.381668,841.6544444
374.3580606,1354.250763,841.6544444
374.8368182,1356.119858,841.6544444
375.3155758,1357.988954,841.6544444
375.7943333,1359.858049,841.6544444
376.2730909,1361.727144,841.6544444
376.7518485,1363.59624,841.6544444
377.2306061,1365.465335,841.6544444
377.7093636,1367.334431,841.6544444
378.1881212,1369.203526,841.6544444
378.6668788,1371.072621,841.6544444
379.1456364,1372.941717,841.6544444
379.6243939,1374.810812,841.6544444
380.1031515,1376.679907,841.6544444
380.5819091,1378.549003,841.6544444
381.0606667,1380.418098,841.6544444
381.5394242,1382.287194,841.6544444
382.0181818,1384.156289,841.6544444
382.4969394,1386.025384,841.6544444
382.975697,1387.89448,841.6544444
383.4544545,1389.763575,841.6544444
383.9332121,1391.63267,841.6544444
384.4119697,1393.501766,841.6544444
384.8907273,1395.370861,841.6544444
385.3694848,1397.239957,841.6544444
385.8482424,1399.109052,841.6544444
386.327,1400.978147,841.6544444
386.8057576,1402.847243,841.6544444
387.2845152,1404.716338,841.6544444
387.7632727,1406.585433,841.6544444
388.2420303,1408.454529,841.6544444
388.7207879,1410.323624,841.6544444
389.1995455,1412.19272,841.6544444
389.678303,1414.061815,841.6544444
390.1570606,1415.93091,841.6544444
390.6358182,1417.800006,841.6544444
391.1145758,1419.669101,841.6544444
391.5933333,1421.538196,841.6544444
392.0720909,1423.407292,841.6544444
392.5508485,1425.276387,841.6544444
393.0296061,1427.145483,841.6544444
393.5083636,1429.014578,841.6544444
393.9871212,1430.883673,841.6544444
394.4658788,1432.752769,841.6544444
394.9446364,1434.621864,841.6544444
395.4233939,1436.490959,841.6544444
395.9021515,1438.360055,841.6544444
396.3809091,1440.22915,841.6544444
396.8596667,1442.098246,841.6544444
397.3384242,1443.967341,841.6544444
397.8171818,1445.836436,841.6544444
398.2959394,1447.705532,841.6544444
398.774697,1449.574627,841.6544444
399.2534545,1451.443722,841.6544444
399.7322121,1453.312818,841.6544444
400.2109697,1455.181913,841.6544444
400.6897273,1457.051009,841.6544444
401.1684848,1458.920104,841.6544444
401.6472424,1460.789199,841.6544444
402.126,1462.658295,841.6544444
354.729,1756.593821,1271.5
355.2077576,1756.671348,1271.5
355.6865152,1756.748874,1271.5
356.1652727,1756.826401,1271.5
356.6440303,1756.903928,1271.5
357.1227879,1756.981455,1271.5
357.6015455,1757.058981,1271.5
358.080303,1757.136508,1271.5
358.5590606,1757.214035,1271.5
359.0378182,1757.291562,1271.5
359.5165758,1757.369089,1271.5
359.9953333,1757.446615,1271.5
360.4740909,1757.524142,1271.5
360.9528485,1757.601669,1271.5
361.4316061,1757.679196,1271.5
361.9103636,1757.756722,1271.5
362.3891212,1757.834249,1271.5
362.8678788,1757.911776,1271.5
363.3466364,1757.989303,1271.5
363.8253939,1758.066829,1271.5
364.3041515,1758.144356,1271.5
364.7829091,1758.221883,1271.5
365.2616667,1758.29941,1271.5
365.7404242,1758.376937,1271.5
366.2191818,1758.454463,1271.5
366.6979394,1758.53199,1271.5
367.176697,1758.609517,1271.5
367.6554545,1758.687044,1271.5
368.1342121,1758.76457,1271.5
368.6129697,1758.842097,1271.5
369.0917273,1758.919624,1271.5
369.5704848,1758.997151,1271.5
370.0492424,1759.074677,1271.5
370.528,1759.152204,1271.5
371.0067576,1759.229731,1271.5
371.4855152,1759.307258,1271.5
371.9642727,1759.384784,1271.5
372.4430303,1759.462311,1271.5
372.9217879,1759.539838,1271.5
373.4005455,1759.617365,1271.5
373.879303,1759.694892,1271.5
374.3580606,1759.772418,1271.5
374.8368182,1759.849945,1271.5
375.3155758,1759.927472,1271.5
375.7943333,1760.004999,1271.5
376.2730909,1760.082525,1271.5
376.7518485,1760.160052,1271.5
377.2306061,1760.237579,1271.5
377.7093636,1760.315106,1271.5
378.1881212,1760.392632,1271.5
378.6668788,1760.470159,1271.5
379.1456364,1760.547686,1271.5
379.6243939,1760.625213,1271.5
380.1031515,1760.70274,1271.5
380.5819091,1760.780266,1271.5
381.0606667,1760.857793,1271.5
381.5394242,1760.93532,1271.5
382.0181818,1761.012847,1271.5
382.4969394,1761.090373,1271.5
382.975697,1761.1679,1271.5
383.4544545,1761.245427,1271.5
383.9332121,1761.322954,1271.5
384.4119697,1761.40048,1271.5
384.8907273,1761.478007,1271.5
385.3694848,1761.555534,1271.5
385.8482424,1761.633061,1271.5
386.327,1761.710588,1271.5
386.8057576,1761.788114,1271.5
387.2845152,1761.865641,1271.5
387.7632727,1761.943168,1271.5
388.2420303,1762.020695,1271.5
388.7207879,1762.098221,1271.5
389.1995455,1762.175748,1271.5
389.678303,1762.253275,1271.5
390.1570606,1762.330802,1271.5
390.6358182,1762.408328,1271.5
391.1145758,1762.485855,1271.5
391.5933333,1762.563382,1271.5
392.0720909,1762.640909,1271.5
392.5508485,1762.718435,1271.5
393.0296061,1762.795962,1271.5
393.5083636,1762.873489,1271.5
393.9871212,1762.951016,1271.5
394.4658788,1763.028543,1271.5
394.9446364,1763.106069,1271.5
395.4233939,1763.183596,1271.5
395.9021515,1763.261123,1271.5
396.3809091,1763.33865,1271.5
396.8596667,1763.416176,1271.5
397.3384242,1763.493703,1271.5
397.8171818,1763.57123,1271.5
398.2959394,1763.648757,1271.5
398.774697,1763.726283,1271.5
399.2534545,1763.80381,1271.5
399.7322121,1763.881337,1271.5
400.2109697,1763.958864,1271.5
400.6897273,1764.036391,1271.5
401.1684848,1764.113917,1271.5
401.6472424,1764.191444,1271.5
402.126,1764.268971,1271.5
