CO2 Concentration,Predicted_GPP,T
417.2474242,1572.163756,6.149
417.7899293,1573.964865,6.149
418.3324343,1575.765973,6.149
418.8749394,1577.567082,6.149
419.4174444,1579.36819,6.149
419.9599495,1581.169298,6.149
420.5024545,1582.970407,6.149
421.0449596,1584.771515,6.149
421.5874646,1586.572624,6.149
422.1299697,1588.373732,6.149
422.6724747,1590.174841,6.149
423.2149798,1591.975949,6.149
423.7574848,1593.777058,6.149
424.2999899,1595.578166,6.149
424.8424949,1597.379274,6.149
425.385,1599.180383,6.149
371.677,1110.143851,7.113272727
372.2195051,1123.04126,7.113272727
372.7620101,1135.938668,7.113272727
373.3045152,1148.836076,7.113272727
373.8470202,1161.733484,7.113272727
374.3895253,1174.630892,7.113272727
374.9320303,1187.528301,7.113272727
375.4745354,1200.425709,7.113272727
376.0170404,1213.323117,7.113272727
376.5595455,1226.220525,7.113272727
377.1020505,1239.117933,7.113272727
377.6445556,1252.015341,7.113272727
378.1870606,1264.91275,7.113272727
378.7295657,1277.810158,7.113272727
379.2720707,1290.707566,7.113272727
379.8145758,1303.604974,7.113272727
380.3570808,1316.502382,7.113272727
380.8995859,1329.399791,7.113272727
381.4420909,1342.297199,7.113272727
381.984596,1355.194607,7.113272727
382.527101,1368.092015,7.113272727
383.0696061,1380.989423,7.113272727
383.6121111,1393.886832,7.113272727
384.1546162,1406.78424,7.113272727
384.6971212,1419.681648,7.113272727
385.2396263,1432.579056,7.113272727
385.7821313,1445.476464,7.113272727
386.3246364,1458.373873,7.113272727
386.8671414,1471.271281,7.113272727
387.4096465,1484.168689,7.113272727
387.9521515,1497.066097,7.113272727
388.4946566,1509.963505,7.113272727
389.0371616,1522.860913,7.113272727
389.5796667,1535.758322,7.113272727
390.1221717,1548.65573,7.113272727
390.6646768,1561.553138,7.113272727
391.2071818,1574.450546,7.113272727
391.7496869,1587.347954,7.113272727
392.2921919,1600.245363,7.113272727
392.834697,1613.142771,7.113272727
393.377202,1626.040179,7.113272727
393.9197071,1638.937587,7.113272727
394.4622121,1651.834995,7.113272727
395.0047172,1664.732404,7.113272727
395.5472222,1677.629812,7.113272727
396.0897273,1690.52722,7.113272727
396.6322323,1703.424628,7.113272727
397.1747374,1716.322036,7.113272727
397.7172424,1729.219444,7.113272727
398.2597475,1742.116853,7.113272727
398.8022525,1755.014261,7.113272727
399.3447576,1767.911669,7.113272727
399.8872626,1780.809077,7.113272727
400.4297677,1793.706485,7.113272727
400.9722727,1806.603894,7.113272727
401.5147778,1819.501302,7.113272727
402.0572828,1832.39871,7.113272727
402.5997879,1845.296118,7.113272727
403.1422929,1858.193526,7.113272727
403.684798,1871.090935,7.113272727
404.227303,1883.988343,7.113272727
404.7698081,1896.885751,7.113272727
405.3123131,1909.783159,7.113272727
405.8548182,1922.680567,7.113272727
406.3973232,1935.577975,7.113272727
406.9398283,1948.475384,7.113272727
407.4823333,1961.372792,7.113272727
408.0248384,1974.2702,7.113272727
408.5673434,1987.167608,7.113272727
409.1098485,2000.065016,7.113272727
409.6523535,2012.962425,7.113272727
410.1948586,2025.859833,7.113272727
410.7373636,2038.757241,7.113272727
411.2798687,2051.654649,7.113272727
411.8223737,2064.552057,7.113272727
412.3648788,2077.449466,7.113272727
412.9073838,2090.346874,7.113272727
413.4498889,2103.244282,7.113272727
413.9923939,2116.14169,7.113272727
414.534899,2129.039098,7.113272727
415.077404,2141.936507,7.113272727
415.6199091,2154.833915,7.113272727
416.1624141,2167.731323,7.113272727
416.7049192,2180.628731,7.113272727
417.2474242,2193.526139,7.113272727
417.7899293,2206.423547,7.113272727
418.3324343,2219.320956,7.113272727
418.8749394,2232.218364,7.113272727
419.4174444,2245.115772,7.113272727
419.9599495,2258.01318,7.113272727
420.5024545,2270.910588,7.113272727
421.0449596,2283.807997,7.113272727
421.5874646,2296.705405,7.113272727
422.1299697,2309.602813,7.113272727
422.6724747,2322.500221,7.113272727
423.2149798,2335.397629,7.113272727
423.7574848,2348.295038,7.113272727
424.2999899,2361.192446,7.113272727
424.8424949,2374.089854,7.113272727
425.385,2386.987262,7.113272727
371.677,734.7349249,8.594
372.2195051,761.038483,8.594
372.7620101,787.342041,8.594
373.3045152,813.645599,8.594
373.8470202,839.949157,8.594
374.3895253,866.252715,8.594
374.9320303,892.5562731,8.594
375.4745354,918.8598311,8.594
376.0170404,945.1633891,8.594
376.5595455,971.4669471,8.594
377.1020505,997.7705051,8.594
377.6445556,1024.074063,8.594
378.1870606,1050.377621,8.594
378.7295657,1076.681179,8.594
379.2720707,1102.984737,8.594
379.8145758,1129.288295,8.594
380.3570808,1155.591853,8.594
380.8995859,1181.895411,8.594
381.4420909,1208.198969,8.594
381.984596,1234.502527,8.594
382.527101,1260.806085,8.594
383.0696061,1287.109643,8.594
383.6121111,1313.413201,8.594
384.1546162,1339.716759,8.594
384.6971212,1366.020317,8.594
385.2396263,1392.323875,8.594
385.7821313,1418.627433,8.594
386.3246364,1444.930991,8.594
386.8671414,1471.23455,8.594
387.4096465,1497.538108,8.594
387.9521515,1523.841666,8.594
388.4946566,1550.145224,8.594
389.0371616,1576.448782,8.594
389.5796667,1602.75234,8.594
390.1221717,1629.055898,8.594
390.6646768,1655.359456,8.594
391.2071818,1681.663014,8.594
391.7496869,1707.966572,8.594
392.2921919,1734.27013,8.594
392.834697,1760.573688,8.594
393.377202,1786.877246,8.594
393.9197071,1813.180804,8.594
394.4622121,1839.484362,8.594
395.0047172,1865.78792,8.594
395.5472222,1892.091478,8.594
396.0897273,1918.395036,8.594
396.6322323,1944.698594,8.594
397.1747374,1971.002152,8.594
397.7172424,1997.30571,8.594
398.2597475,2023.609268,8.594
398.8022525,2049.912826,8.594
399.3447576,2076.216384,8.594
399.8872626,2102.519942,8.594
400.4297677,2128.8235,8.594
400.9722727,2155.127058,8.594
401.5147778,2181.430616,8.594
402.0572828,2207.734174,8.594
402.5997879,2234.037732,8.594
403.1422929,2260.34129,8.594
403.684798,2286.644848,8.594
404.227303,2312.948406,8.594
404.7698081,2339.251964,8.594
405.3123131,2365.555522,8.594
405.8548182,2391.85908,8.594
406.3973232,2418.162638,8.594
406.9398283,2444.466196,8.594
407.4823333,2470.769754,8.594
408.0248384,2497.073312,8.594
408.5673434,2523.37687,8.594
409.1098485,2549.680428,8.594
409.6523535,2575.983986,8.594
410.1948586,2602.287544,8.594
410.7373636,2628.591102,8.594
411.2798687,2654.89466,8.594
411.8223737,2681.198218,8.594
412.3648788,2707.501776,8.594
412.9073838,2733.805335,8.594
413.4498889,2760.108893,8.594
413.9923939,2786.412451,8.594
414.534899,2812.716009,8.594
415.077404,2839.019567,8.594
415.6199091,2865.323125,8.594
416.1624141,2891.626683,8.594
416.7049192,2917.930241,8.594
417.2474242,2944.233799,8.594
417.7899293,2970.537357,8.594
418.3324343,2996.840915,8.594
418.8749394,3023.144473,8.594
419.4174444,3049.448031,8.594
419.9599495,3075.751589,8.594
420.5024545,3102.055147,8.594
421.0449596,3128.358705,8.594
421.5874646,3154.662263,8.594
422.1299697,3180.965821,8.594
422.6724747,3207.269379,8.594
423.2149798,3233.572937,8.594
423.7574848,3259.876495,8.594
424.2999899,3286.180053,8.594
424.8424949,3312.483611,8.594
425.385,3338.787169,8.594
