CO2 Concentration,Predicted_GPP,VPD
391.7625455,1752.450591,3.602166667
392.3733636,1762.039224,3.602166667
392.9841818,1771.627857,3.602166667
393.595,1781.216491,3.602166667
394.2058182,1790.805124,3.602166667
394.8166364,1800.393757,3.602166667
395.4274545,1809.982391,3.602166667
396.0382727,1819.571024,3.602166667
396.6490909,1829.159657,3.602166667
397.2599091,1838.748291,3.602166667
397.8707273,1848.336924,3.602166667
398.4815455,1857.925558,3.602166667
399.0923636,1867.514191,3.602166667
399.7031818,1877.102824,3.602166667
400.314,1886.691458,3.602166667
400.9248182,1896.280091,3.602166667
401.5356364,1905.868724,3.602166667
402.1464545,1915.457358,3.602166667
402.7572727,1925.045991,3.602166667
403.3680909,1934.634624,3.602166667
403.9789091,1944.223258,3.602166667
404.5897273,1953.811891,3.602166667
405.2005455,1963.400524,3.602166667
405.8113636,1972.989158,3.602166667
406.4221818,1982.577791,3.602166667
407.033,1992.166425,3.602166667
407.6438182,2001.755058,3.602166667
408.2546364,2011.343691,3.602166667
408.8654545,2020.932325,3.602166667
409.4762727,2030.520958,3.602166667
410.0870909,2040.109591,3.602166667
410.6979091,2049.698225,3.602166667
411.3087273,2059.286858,3.602166667
411.9195455,2068.875491,3.602166667
412.5303636,2078.464125,3.602166667
413.1411818,2088.052758,3.602166667
413.752,2097.641391,3.602166667
414.3628182,2107.230025,3.602166667
414.9736364,2116.818658,3.602166667
415.5844545,2126.407291,3.602166667
416.1952727,2135.995925,3.602166667
416.8060909,2145.584558,3.602166667
417.4169091,2155.173192,3.602166667
418.0277273,2164.761825,3.602166667
418.6385455,2174.350458,3.602166667
419.2493636,2183.939092,3.602166667
419.8601818,2193.527725,3.602166667
420.471,2203.116358,3.602166667
360,434.0743067,4.758
360.6108182,465.8675393,4.758
361.2216364,497.660772,4.758
361.8324545,529.4540046,4.758
362.4432727,561.2472372,4.758
363.0540909,593.0404699,4.758
363.6649091,624.8337025,4.758
364.2757273,656.6269351,4.758
364.8865455,688.4201678,4.758
365.4973636,720.2134004,4.758
366.1081818,752.006633,4.758
366.719,783.7998656,4.758
367.3298182,815.5930983,4.758
367.9406364,847.3863309,4.758
368.5514545,879.1795635,4.758
369.1622727,910.9727962,4.758
369.7730909,942.7660288,4.758
370.3839091,974.5592614,4.758
370.9947273,1006.352494,4.758
371.6055455,1038.145727,4.758
372.2163636,1069.938959,4.758
372.8271818,1101.732192,4.758
373.438,1133.525425,4.758
374.0488182,1165.318657,4.758
374.6596364,1197.11189,4.758
375.2704545,1228.905122,4.758
375.8812727,1260.698355,4.758
376.4920909,1292.491588,4.758
377.1029091,1324.28482,4.758
377.7137273,1356.078053,4.758
378.3245455,1387.871286,4.758
378.9353636,1419.664518,4.758
379.5461818,1451.457751,4.758
380.157,1483.250983,4.758
380.7678182,1515.044216,4.758
381.3786364,1546.837449,4.758
381.9894545,1578.630681,4.758
382.6002727,1610.423914,4.758
383.2110909,1642.217147,4.758
383.8219091,1674.010379,4.758
384.4327273,1705.803612,4.758
385.0435455,1737.596845,4.758
385.6543636,1769.390077,4.758
386.2651818,1801.18331,4.758
386.876,1832.976542,4.758
387.4868182,1864.769775,4.758
388.0976364,1896.563008,4.758
388.7084545,1928.35624,4.758
389.3192727,1960.149473,4.758
389.9300909,1991.942706,4.758
390.5409091,2023.735938,4.758
391.1517273,2055.529171,4.758
391.7625455,2087.322403,4.758
392.3733636,2119.115636,4.758
392.9841818,2150.908869,4.758
393.595,2182.702101,4.758
394.2058182,2214.495334,4.758
394.8166364,2246.288567,4.758
395.4274545,2278.081799,4.758
396.0382727,2309.875032,4.758
396.6490909,2341.668264,4.758
397.2599091,2373.461497,4.758
397.8707273,2405.25473,4.758
398.4815455,2437.047962,4.758
399.0923636,2468.841195,4.758
399.7031818,2500.634428,4.758
400.314,2532.42766,4.758
400.9248182,2564.220893,4.758
401.5356364,2596.014126,4.758
402.1464545,2627.807358,4.758
402.7572727,2659.600591,4.758
403.3680909,2691.393823,4.758
403.9789091,2723.187056,4.758
404.5897273,2754.980289,4.758
405.2005455,2786.773521,4.758
405.8113636,2818.566754,4.758
406.4221818,2850.359987,4.758
407.033,2882.153219,4.758
407.6438182,2913.946452,4.758
408.2546364,2945.739684,4.758
408.8654545,2977.532917,4.758
409.4762727,3009.32615,4.758
410.0870909,3041.119382,4.758
410.6979091,3072.912615,4.758
411.3087273,3104.705848,4.758
411.9195455,3136.49908,4.758
412.5303636,3168.292313,4.758
413.1411818,3200.085545,4.758
413.752,3231.878778,4.758
414.3628182,3263.672011,4.758
414.9736364,3295.465243,4.758
415.5844545,3327.258476,4.758
416.1952727,3359.051709,4.758
416.8060909,3390.844941,4.758
417.4169091,3422.638174,4.758
418.0277273,3454.431406,4.758
418.6385455,3486.224639,4.758
419.2493636,3518.017872,4.758
419.8601818,3549.811104,4.758
420.471,3581.604337,4.758
