CO2 Concentration,Predicted_GPP,Pa
379.6807374,1622.221878,489.3440526
380.1037273,1633.317607,489.3440526
380.5267172,1644.413337,489.3440526
380.9497071,1655.509066,489.3440526
381.372697,1666.604795,489.3440526
381.7956869,1677.700524,489.3440526
382.2186768,1688.796254,489.3440526
382.6416667,1699.891983,489.3440526
383.0646566,1710.987712,489.3440526
383.4876465,1722.083441,489.3440526
383.9106364,1733.179171,489.3440526
384.3336263,1744.2749,489.3440526
384.7566162,1755.370629,489.3440526
385.1796061,1766.466358,489.3440526
385.602596,1777.562088,489.3440526
386.0255859,1788.657817,489.3440526
386.4485758,1799.753546,489.3440526
386.8715657,1810.849276,489.3440526
387.2945556,1821.945005,489.3440526
387.7175455,1833.040734,489.3440526
388.1405354,1844.136463,489.3440526
388.5635253,1855.232193,489.3440526
388.9865152,1866.327922,489.3440526
389.4095051,1877.423651,489.3440526
389.8324949,1888.51938,489.3440526
390.2554848,1899.61511,489.3440526
390.6784747,1910.710839,489.3440526
391.1014646,1921.806568,489.3440526
391.5244545,1932.902297,489.3440526
391.9474444,1943.998027,489.3440526
392.3704343,1955.093756,489.3440526
392.7934242,1966.189485,489.3440526
393.2164141,1977.285214,489.3440526
393.639404,1988.380944,489.3440526
394.0623939,1999.476673,489.3440526
394.4853838,2010.572402,489.3440526
394.9083737,2021.668131,489.3440526
395.3313636,2032.763861,489.3440526
395.7543535,2043.85959,489.3440526
396.1773434,2054.955319,489.3440526
396.6003333,2066.051048,489.3440526
397.0233232,2077.146778,489.3440526
397.4463131,2088.242507,489.3440526
397.869303,2099.338236,489.3440526
398.2922929,2110.433966,489.3440526
398.7152828,2121.529695,489.3440526
399.1382727,2132.625424,489.3440526
399.5612626,2143.721153,489.3440526
399.9842525,2154.816883,489.3440526
400.4072424,2165.912612,489.3440526
400.8302323,2177.008341,489.3440526
401.2532222,2188.10407,489.3440526
401.6762121,2199.1998,489.3440526
402.099202,2210.295529,489.3440526
402.5221919,2221.391258,489.3440526
402.9451818,2232.486987,489.3440526
403.3681717,2243.582717,489.3440526
403.7911616,2254.678446,489.3440526
404.2141515,2265.774175,489.3440526
404.6371414,2276.869904,489.3440526
405.0601313,2287.965634,489.3440526
405.4831212,2299.061363,489.3440526
405.9061111,2310.157092,489.3440526
406.329101,2321.252821,489.3440526
406.7520909,2332.348551,489.3440526
407.1750808,2343.44428,489.3440526
407.5980707,2354.540009,489.3440526
408.0210606,2365.635738,489.3440526
408.4440505,2376.731468,489.3440526
408.8670404,2387.827197,489.3440526
409.2900303,2398.922926,489.3440526
409.7130202,2410.018656,489.3440526
410.1360101,2421.114385,489.3440526
410.559,2432.210114,489.3440526
368.683,1008.440615,728.523
369.1059899,1038.371839,728.523
369.5289798,1068.303063,728.523
369.9519697,1098.234287,728.523
370.3749596,1128.165511,728.523
370.7979495,1158.096736,728.523
371.2209394,1188.02796,728.523
371.6439293,1217.959184,728.523
372.0669192,1247.890408,728.523
372.4899091,1277.821632,728.523
372.912899,1307.752857,728.523
373.3358889,1337.684081,728.523
373.7588788,1367.615305,728.523
374.1818687,1397.546529,728.523
374.6048586,1427.477753,728.523
375.0278485,1457.408977,728.523
375.4508384,1487.340202,728.523
375.8738283,1517.271426,728.523
376.2968182,1547.20265,728.523
376.7198081,1577.133874,728.523
377.142798,1607.065098,728.523
377.5657879,1636.996322,728.523
377.9887778,1666.927547,728.523
378.4117677,1696.858771,728.523
378.8347576,1726.789995,728.523
379.2577475,1756.721219,728.523
379.6807374,1786.652443,728.523
380.1037273,1816.583668,728.523
380.5267172,1846.514892,728.523
380.9497071,1876.446116,728.523
381.372697,1906.37734,728.523
381.7956869,1936.308564,728.523
382.2186768,1966.239788,728.523
382.6416667,1996.171013,728.523
383.0646566,2026.102237,728.523
383.4876465,2056.033461,728.523
383.9106364,2085.964685,728.523
384.3336263,2115.895909,728.523
384.7566162,2145.827133,728.523
385.1796061,2175.758358,728.523
385.602596,2205.689582,728.523
386.0255859,2235.620806,728.523
386.4485758,2265.55203,728.523
386.8715657,2295.483254,728.523
387.2945556,2325.414479,728.523
387.7175455,2355.345703,728.523
388.1405354,2385.276927,728.523
388.5635253,2415.208151,728.523
388.9865152,2445.139375,728.523
389.4095051,2475.070599,728.523
389.8324949,2505.001824,728.523
390.2554848,2534.933048,728.523
390.6784747,2564.864272,728.523
391.1014646,2594.795496,728.523
391.5244545,2624.72672,728.523
391.9474444,2654.657944,728.523
392.3704343,2684.589169,728.523
392.7934242,2714.520393,728.523
393.2164141,2744.451617,728.523
393.639404,2774.382841,728.523
394.0623939,2804.314065,728.523
394.4853838,2834.24529,728.523
394.9083737,2864.176514,728.523
395.3313636,2894.107738,728.523
395.7543535,2924.038962,728.523
396.1773434,2953.970186,728.523
396.6003333,2983.90141,728.523
397.0233232,3013.832635,728.523
397.4463131,3043.763859,728.523
397.869303,3073.695083,728.523
398.2922929,3103.626307,728.523
398.7152828,3133.557531,728.523
399.1382727,3163.488755,728.523
399.5612626,3193.41998,728.523
399.9842525,3223.351204,728.523
400.4072424,3253.282428,728.523
400.8302323,3283.213652,728.523
401.2532222,3313.144876,728.523
401.6762121,3343.076101,728.523
402.099202,3373.007325,728.523
402.5221919,3402.938549,728.523
402.9451818,3432.869773,728.523
403.3681717,3462.800997,728.523
403.7911616,3492.732221,728.523
404.2141515,3522.663446,728.523
404.6371414,3552.59467,728.523
405.0601313,3582.525894,728.523
405.4831212,3612.457118,728.523
405.9061111,3642.388342,728.523
406.329101,3672.319566,728.523
406.7520909,3702.250791,728.523
407.1750808,3732.182015,728.523
407.5980707,3762.113239,728.523
408.0210606,3792.044463,728.523
408.4440505,3821.975687,728.523
408.8670404,3851.906912,728.523
409.2900303,3881.838136,728.523
409.7130202,3911.76936,728.523
410.1360101,3941.700584,728.523
410.559,3971.631808,728.523
