CO2 Concentration,Predicted_GPP,T
416.0877273,1863.348608,7.252266667
416.4465455,1872.714334,7.252266667
416.8053636,1882.08006,7.252266667
417.1641818,1891.445786,7.252266667
417.523,1900.811512,7.252266667
382,484.6389252,8.923
382.3588182,506.2213851,8.923
382.7176364,527.803845,8.923
383.0764545,549.3863049,8.923
383.4352727,570.9687649,8.923
383.7940909,592.5512248,8.923
384.1529091,614.1336847,8.923
384.5117273,635.7161446,8.923
384.8705455,657.2986046,8.923
385.2293636,678.8810645,8.923
385.5881818,700.4635244,8.923
385.947,722.0459843,8.923
386.3058182,743.6284442,8.923
386.6646364,765.2109042,8.923
387.0234545,786.7933641,8.923
387.3822727,808.375824,8.923
387.7410909,829.9582839,8.923
388.0999091,851.5407439,8.923
388.4587273,873.1232038,8.923
388.8175455,894.7056637,8.923
389.1763636,916.2881236,8.923
389.5351818,937.8705835,8.923
389.894,959.4530435,8.923
390.2528182,981.0355034,8.923
390.6116364,1002.617963,8.923
390.9704545,1024.200423,8.923
391.3292727,1045.782883,8.923
391.6880909,1067.365343,8.923
392.0469091,1088.947803,8.923
392.4057273,1110.530263,8.923
392.7645455,1132.112723,8.923
393.1233636,1153.695183,8.923
393.4821818,1175.277643,8.923
393.841,1196.860103,8.923
394.1998182,1218.442563,8.923
394.5586364,1240.025022,8.923
394.9174545,1261.607482,8.923
395.2762727,1283.189942,8.923
395.6350909,1304.772402,8.923
395.9939091,1326.354862,8.923
396.3527273,1347.937322,8.923
396.7115455,1369.519782,8.923
397.0703636,1391.102242,8.923
397.4291818,1412.684702,8.923
397.788,1434.267162,8.923
398.1468182,1455.849622,8.923
398.5056364,1477.432082,8.923
398.8644545,1499.014542,8.923
399.2232727,1520.597001,8.923
399.5820909,1542.179461,8.923
399.9409091,1563.761921,8.923
400.2997273,1585.344381,8.923
400.6585455,1606.926841,8.923
401.0173636,1628.509301,8.923
401.3761818,1650.091761,8.923
401.735,1671.674221,8.923
402.0938182,1693.256681,8.923
402.4526364,1714.839141,8.923
402.8114545,1736.421601,8.923
403.1702727,1758.004061,8.923
403.5290909,1779.586521,8.923
403.8879091,1801.16898,8.923
404.2467273,1822.75144,8.923
404.6055455,1844.3339,8.923
404.9643636,1865.91636,8.923
405.3231818,1887.49882,8.923
405.682,1909.08128,8.923
406.0408182,1930.66374,8.923
406.3996364,1952.2462,8.923
406.7584545,1973.82866,8.923
407.1172727,1995.41112,8.923
407.4760909,2016.99358,8.923
407.8349091,2038.57604,8.923
408.1937273,2060.1585,8.923
408.5525455,2081.740959,8.923
408.9113636,2103.323419,8.923
409.2701818,2124.905879,8.923
409.629,2146.488339,8.923
409.9878182,2168.070799,8.923
410.3466364,2189.653259,8.923
410.7054545,2211.235719,8.923
411.0642727,2232.818179,8.923
411.4230909,2254.400639,8.923
411.7819091,2275.983099,8.923
412.1407273,2297.565559,8.923
412.4995455,2319.148019,8.923
412.8583636,2340.730478,8.923
413.2171818,2362.312938,8.923
413.576,2383.895398,8.923
413.9348182,2405.477858,8.923
414.2936364,2427.060318,8.923
414.6524545,2448.642778,8.923
415.0112727,2470.225238,8.923
415.3700909,2491.807698,8.923
415.7289091,2513.390158,8.923
416.0877273,2534.972618,8.923
416.4465455,2556.555078,8.923
416.8053636,2578.137538,8.923
417.1641818,2599.719998,8.923
417.523,2621.302457,8.923
