CO2 Concentration,Predicted_GPP,P
373.030303,765.2092479,1374.815182
373.2222222,799.8287042,1374.815182
373.4141414,834.4481606,1374.815182
373.6060606,869.067617,1374.815182
373.7979798,903.6870733,1374.815182
373.989899,938.3065297,1374.815182
374.1818182,972.925986,1374.815182
374.3737374,1007.545442,1374.815182
374.5656566,1042.164899,1374.815182
374.7575758,1076.784355,1374.815182
374.9494949,1111.403811,1374.815182
375.1414141,1146.023268,1374.815182
375.3333333,1180.642724,1374.815182
375.5252525,1215.262181,1374.815182
375.7171717,1249.881637,1374.815182
375.9090909,1284.501093,1374.815182
376.1010101,1319.12055,1374.815182
376.2929293,1353.740006,1374.815182
376.4848485,1388.359462,1374.815182
376.6767677,1422.978919,1374.815182
376.8686869,1457.598375,1374.815182
377.0606061,1492.217831,1374.815182
377.2525253,1526.837288,1374.815182
377.4444444,1561.456744,1374.815182
377.6363636,1596.0762,1374.815182
377.8282828,1630.695657,1374.815182
378.020202,1665.315113,1374.815182
378.2121212,1699.934569,1374.815182
378.4040404,1734.554026,1374.815182
378.5959596,1769.173482,1374.815182
378.7878788,1803.792939,1374.815182
378.979798,1838.412395,1374.815182
379.1717172,1873.031851,1374.815182
379.3636364,1907.651308,1374.815182
379.5555556,1942.270764,1374.815182
379.7474747,1976.89022,1374.815182
379.9393939,2011.509677,1374.815182
380.1313131,2046.129133,1374.815182
380.3232323,2080.748589,1374.815182
380.5151515,2115.368046,1374.815182
380.7070707,2149.987502,1374.815182
380.8989899,2184.606958,1374.815182
381.0909091,2219.226415,1374.815182
381.2828283,2253.845871,1374.815182
381.4747475,2288.465328,1374.815182
381.6666667,2323.084784,1374.815182
381.8585859,2357.70424,1374.815182
382.0505051,2392.323697,1374.815182
382.2424242,2426.943153,1374.815182
382.4343434,2461.562609,1374.815182
382.6262626,2496.182066,1374.815182
382.8181818,2530.801522,1374.815182
383.010101,2565.420978,1374.815182
383.2020202,2600.040435,1374.815182
383.3939394,2634.659891,1374.815182
383.5858586,2669.279347,1374.815182
383.7777778,2703.898804,1374.815182
383.969697,2738.51826,1374.815182
384.1616162,2773.137717,1374.815182
384.3535354,2807.757173,1374.815182
384.5454545,2842.376629,1374.815182
384.7373737,2876.996086,1374.815182
384.9292929,2911.615542,1374.815182
385.1212121,2946.234998,1374.815182
385.3131313,2980.854455,1374.815182
385.5050505,3015.473911,1374.815182
385.6969697,3050.093367,1374.815182
385.8888889,3084.712824,1374.815182
386.0808081,3119.33228,1374.815182
386.2727273,3153.951736,1374.815182
386.4646465,3188.571193,1374.815182
386.6565657,3223.190649,1374.815182
386.8484848,3257.810105,1374.815182
387.040404,3292.429562,1374.815182
387.2323232,3327.049018,1374.815182
387.4242424,3361.668475,1374.815182
387.6161616,3396.287931,1374.815182
387.8080808,3430.907387,1374.815182
388,3465.526844,1374.815182
369,139.8003892,2020.264
369.1919192,168.2999943,2020.264
369.3838384,196.7995993,2020.264
369.5757576,211.3007842,2020.264
369.7676768,225.2992044,2020.264
369.959596,253.7988094,2020.264
370.1515152,282.2984144,2020.264
370.3434343,310.7980195,2020.264
370.5353535,339.2976245,2020.264
370.7272727,367.7972296,2020.264
370.9191919,396.2968346,2020.264
371.1111111,424.7964397,2020.264
371.3030303,453.2960447,2020.264
371.4949495,481.7956497,2020.264
371.6868687,510.2952548,2020.264
371.8787879,538.7948598,2020.264
372.0707071,567.2944649,2020.264
372.2626263,595.7940699,2020.264
372.4545455,624.293675,2020.264
372.6464646,652.79328,2020.264
372.8383838,681.292885,2020.264
373.030303,709.7924901,2020.264
373.2222222,738.2920951,2020.264
373.4141414,766.7917002,2020.264
373.6060606,795.2913052,2020.264
373.7979798,823.7909103,2020.264
373.989899,852.2905153,2020.264
374.1818182,880.7901203,2020.264
374.3737374,909.2897254,2020.264
374.5656566,937.7893304,2020.264
374.7575758,966.2889355,2020.264
374.9494949,994.7885405,2020.264
375.1414141,1023.288146,2020.264
375.3333333,1051.787751,2020.264
375.5252525,1080.287356,2020.264
375.7171717,1108.786961,2020.264
375.9090909,1137.286566,2020.264
376.1010101,1165.786171,2020.264
376.2929293,1194.285776,2020.264
376.4848485,1222.785381,2020.264
376.6767677,1251.284986,2020.264
376.8686869,1279.784591,2020.264
377.0606061,1308.284196,2020.264
377.2525253,1336.783801,2020.264
377.4444444,1365.283406,2020.264
377.6363636,1393.783011,2020.264
377.8282828,1422.282616,2020.264
378.020202,1450.782221,2020.264
378.2121212,1479.281826,2020.264
378.4040404,1507.781431,2020.264
378.5959596,1536.281036,2020.264
378.7878788,1564.780641,2020.264
378.979798,1593.280246,2020.264
379.1717172,1621.779851,2020.264
379.3636364,1650.279456,2020.264
379.5555556,1678.779062,2020.264
379.7474747,1707.278667,2020.264
379.9393939,1735.778272,2020.264
380.1313131,1764.277877,2020.264
380.3232323,1792.777482,2020.264
380.5151515,1821.277087,2020.264
380.7070707,1849.776692,2020.264
380.8989899,1878.276297,2020.264
381.0909091,1906.775902,2020.264
381.2828283,1935.275507,2020.264
381.4747475,1963.775112,2020.264
381.6666667,1992.274717,2020.264
381.8585859,2020.774322,2020.264
382.0505051,2049.273927,2020.264
382.2424242,2077.773532,2020.264
382.4343434,2106.273137,2020.264
382.6262626,2134.772742,2020.264
382.8181818,2163.272347,2020.264
383.010101,2191.771952,2020.264
383.2020202,2220.271557,2020.264
383.3939394,2248.771162,2020.264
383.5858586,2277.270767,2020.264
383.7777778,2305.770372,2020.264
383.969697,2334.269978,2020.264
384.1616162,2362.769583,2020.264
384.3535354,2391.269188,2020.264
384.5454545,2419.768793,2020.264
384.7373737,2448.268398,2020.264
384.9292929,2476.768003,2020.264
385.1212121,2505.267608,2020.264
385.3131313,2533.767213,2020.264
385.5050505,2562.266818,2020.264
385.6969697,2590.766423,2020.264
385.8888889,2619.266028,2020.264
386.0808081,2647.765633,2020.264
386.2727273,2676.265238,2020.264
386.4646465,2704.764843,2020.264
386.6565657,2733.264448,2020.264
386.8484848,2761.764053,2020.264
387.040404,2790.263658,2020.264
387.2323232,2818.763263,2020.264
387.4242424,2847.262868,2020.264
387.6161616,2875.762473,2020.264
387.8080808,2904.262078,2020.264
388,2932.761683,2020.264
