CO2 Concentration,Predicted_GPP,T
418.6689697,1472.038677,3.763785714
419.0188182,1479.706931,3.763785714
419.3686667,1487.375185,3.763785714
419.7185152,1495.04344,3.763785714
420.0683636,1502.711694,3.763785714
420.4182121,1510.379948,3.763785714
420.7680606,1518.048202,3.763785714
421.1179091,1525.716456,3.763785714
421.4677576,1533.38471,3.763785714
421.8176061,1541.052964,3.763785714
422.1674545,1548.721218,3.763785714
422.517303,1556.389472,3.763785714
422.8671515,1564.057726,3.763785714
423.217,1571.72598,3.763785714
388.582,1270.726632,5.088
388.9318485,1291.591643,5.088
389.281697,1312.456654,5.088
389.6315455,1333.321664,5.088
389.9813939,1354.186675,5.088
390.3312424,1375.051686,5.088
390.6810909,1395.916697,5.088
391.0309394,1416.781707,5.088
391.3807879,1437.646718,5.088
391.7306364,1458.511729,5.088
392.0804848,1479.37674,5.088
392.4303333,1500.24175,5.088
392.7801818,1521.106761,5.088
393.1300303,1541.971772,5.088
393.4798788,1562.836783,5.088
393.8297273,1583.701793,5.088
394.1795758,1604.566804,5.088
394.5294242,1625.431815,5.088
394.8792727,1646.296826,5.088
395.2291212,1667.161836,5.088
395.5789697,1688.026847,5.088
395.9288182,1708.891858,5.088
396.2786667,1729.756869,5.088
396.6285152,1750.621879,5.088
396.9783636,1771.48689,5.088
397.3282121,1792.351901,5.088
397.6780606,1813.216912,5.088
398.0279091,1834.081922,5.088
398.3777576,1854.946933,5.088
398.7276061,1875.811944,5.088
399.0774545,1896.676955,5.088
399.427303,1917.541965,5.088
399.7771515,1938.406976,5.088
400.127,1959.271987,5.088
400.4768485,1980.136998,5.088
400.826697,2001.002008,5.088
401.1765455,2021.867019,5.088
401.5263939,2042.73203,5.088
401.8762424,2063.597041,5.088
402.2260909,2084.462051,5.088
402.5759394,2105.327062,5.088
402.9257879,2126.192073,5.088
403.2756364,2147.057084,5.088
403.6254848,2167.922094,5.088
403.9753333,2188.787105,5.088
404.3251818,2209.652116,5.088
404.6750303,2230.517127,5.088
405.0248788,2251.382137,5.088
405.3747273,2272.247148,5.088
405.7245758,2293.112159,5.088
406.0744242,2313.97717,5.088
406.4242727,2334.842181,5.088
406.7741212,2355.707191,5.088
407.1239697,2376.572202,5.088
407.4738182,2397.437213,5.088
407.8236667,2418.302224,5.088
408.1735152,2439.167234,5.088
408.5233636,2460.032245,5.088
408.8732121,2480.897256,5.088
409.2230606,2501.762267,5.088
409.5729091,2522.627277,5.088
409.9227576,2543.492288,5.088
410.2726061,2564.357299,5.088
410.6224545,2585.22231,5.088
410.972303,2606.08732,5.088
411.3221515,2626.952331,5.088
411.672,2647.817342,5.088
412.0218485,2668.682353,5.088
412.371697,2689.547363,5.088
412.7215455,2710.412374,5.088
413.0713939,2731.277385,5.088
413.4212424,2752.142396,5.088
413.7710909,2773.007406,5.088
414.1209394,2793.872417,5.088
414.4707879,2814.737428,5.088
414.8206364,2835.602439,5.088
415.1704848,2856.467449,5.088
415.5203333,2877.33246,5.088
415.8701818,2898.197471,5.088
416.2200303,2919.062482,5.088
416.5698788,2939.927492,5.088
416.9197273,2960.792503,5.088
417.2695758,2981.657514,5.088
417.6194242,3002.522525,5.088
417.9692727,3023.387535,5.088
418.3191212,3044.252546,5.088
418.6689697,3065.117557,5.088
419.0188182,3085.982568,5.088
419.3686667,3106.847578,5.088
419.7185152,3127.712589,5.088
420.0683636,3148.5776,5.088
420.4182121,3169.442611,5.088
420.7680606,3190.307621,5.088
421.1179091,3211.172632,5.088
421.4677576,3232.037643,5.088
421.8176061,3252.902654,5.088
422.1674545,3273.767664,5.088
422.517303,3294.632675,5.088
422.8671515,3315.497686,5.088
423.217,3336.362697,5.088
