CO2 Concentration,Predicted_GPP,P
370.5218081,832.1837142,1291.897182
370.8926162,846.3516625,1291.897182
371.2634242,860.5196109,1291.897182
371.6342323,874.6875593,1291.897182
372.0050404,888.8555076,1291.897182
372.3758485,903.023456,1291.897182
372.7466566,917.1914043,1291.897182
373.1174646,931.3593527,1291.897182
373.4882727,945.5273011,1291.897182
373.8590808,959.6952494,1291.897182
374.2298889,973.8631978,1291.897182
374.600697,988.0311461,1291.897182
374.9715051,1002.199094,1291.897182
375.3423131,1016.367043,1291.897182
375.7131212,1030.534991,1291.897182
376.0839293,1044.70294,1291.897182
376.4547374,1058.870888,1291.897182
376.8255455,1073.038836,1291.897182
377.1963535,1087.206785,1291.897182
377.5671616,1101.374733,1291.897182
377.9379697,1115.542681,1291.897182
378.3087778,1129.71063,1291.897182
378.6795859,1143.878578,1291.897182
379.0503939,1158.046526,1291.897182
379.421202,1172.214475,1291.897182
379.7920101,1186.382423,1291.897182
380.1628182,1200.550372,1291.897182
380.5336263,1214.71832,1291.897182
380.9044343,1228.886268,1291.897182
381.2752424,1243.054217,1291.897182
381.6460505,1257.222165,1291.897182
382.0168586,1271.390113,1291.897182
382.3876667,1285.558062,1291.897182
382.7584747,1299.72601,1291.897182
383.1292828,1313.893958,1291.897182
383.5000909,1328.061907,1291.897182
383.870899,1342.229855,1291.897182
384.2417071,1356.397803,1291.897182
384.6125152,1370.565752,1291.897182
384.9833232,1384.7337,1291.897182
385.3541313,1398.901649,1291.897182
385.7249394,1413.069597,1291.897182
386.0957475,1427.237545,1291.897182
386.4665556,1441.405494,1291.897182
386.8373636,1455.573442,1291.897182
387.2081717,1469.74139,1291.897182
387.5789798,1483.909339,1291.897182
387.9497879,1498.077287,1291.897182
388.320596,1512.245235,1291.897182
388.691404,1526.413184,1291.897182
389.0622121,1540.581132,1291.897182
389.4330202,1554.749081,1291.897182
389.8038283,1568.917029,1291.897182
390.1746364,1583.084977,1291.897182
390.5454444,1597.252926,1291.897182
390.9162525,1611.420874,1291.897182
391.2870606,1625.588822,1291.897182
391.6578687,1639.756771,1291.897182
392.0286768,1653.924719,1291.897182
392.3994848,1668.092667,1291.897182
392.7702929,1682.260616,1291.897182
393.141101,1696.428564,1291.897182
393.5119091,1710.596512,1291.897182
393.8827172,1724.764461,1291.897182
394.2535253,1738.932409,1291.897182
394.6243333,1753.100358,1291.897182
394.9951414,1767.268306,1291.897182
395.3659495,1781.436254,1291.897182
395.7367576,1795.604203,1291.897182
396.1075657,1809.772151,1291.897182
396.4783737,1823.940099,1291.897182
396.8491818,1838.108048,1291.897182
397.2199899,1852.275996,1291.897182
397.590798,1866.443944,1291.897182
397.9616061,1880.611893,1291.897182
398.3324141,1894.779841,1291.897182
398.7032222,1908.94779,1291.897182
399.0740303,1923.115738,1291.897182
399.4448384,1937.283686,1291.897182
399.8156465,1951.451635,1291.897182
400.1864545,1965.619583,1291.897182
400.5572626,1979.787531,1291.897182
400.9280707,1993.95548,1291.897182
401.2988788,2008.123428,1291.897182
401.6696869,2022.291376,1291.897182
402.0404949,2036.459325,1291.897182
402.411303,2050.627273,1291.897182
402.7821111,2064.795221,1291.897182
403.1529192,2078.96317,1291.897182
403.5237273,2093.131118,1291.897182
403.8945354,2107.299067,1291.897182
404.2653434,2121.467015,1291.897182
404.6361515,2135.634963,1291.897182
405.0069596,2149.802912,1291.897182
405.3777677,2163.97086,1291.897182
405.7485758,2178.138808,1291.897182
406.1193838,2192.306757,1291.897182
406.4901919,2206.474705,1291.897182
406.861,2220.642653,1291.897182
370.151,33.32601938,1748.426
370.5218081,67.35324269,1748.426
370.8926162,101.380466,1748.426
371.2634242,135.4076893,1748.426
371.6342323,169.4349126,1748.426
372.0050404,203.4621359,1748.426
372.3758485,237.4893593,1748.426
372.7466566,271.5165826,1748.426
373.1174646,305.5438059,1748.426
373.4882727,339.5710292,1748.426
373.8590808,373.5982525,1748.426
374.2298889,407.6254758,1748.426
374.600697,441.6526991,1748.426
374.9715051,475.6799225,1748.426
375.3423131,509.7071458,1748.426
375.7131212,543.7343691,1748.426
376.0839293,577.7615924,1748.426
376.4547374,611.7888157,1748.426
376.8255455,645.816039,1748.426
377.1963535,679.8432623,1748.426
377.5671616,713.8704856,1748.426
377.9379697,747.897709,1748.426
378.3087778,781.9249323,1748.426
378.6795859,815.9521556,1748.426
379.0503939,849.9793789,1748.426
379.421202,884.0066022,1748.426
379.7920101,918.0338255,1748.426
380.1628182,952.0610488,1748.426
380.5336263,986.0882722,1748.426
380.9044343,1020.115495,1748.426
381.2752424,1054.142719,1748.426
381.6460505,1088.169942,1748.426
382.0168586,1122.197165,1748.426
382.3876667,1156.224389,1748.426
382.7584747,1190.251612,1748.426
383.1292828,1224.278835,1748.426
383.5000909,1258.306059,1748.426
383.870899,1292.333282,1748.426
384.2417071,1326.360505,1748.426
384.6125152,1360.387729,1748.426
384.9833232,1394.414952,1748.426
385.3541313,1428.442175,1748.426
385.7249394,1462.469399,1748.426
386.0957475,1496.496622,1748.426
386.4665556,1530.523845,1748.426
386.8373636,1564.551068,1748.426
387.2081717,1598.578292,1748.426
387.5789798,1632.605515,1748.426
387.9497879,1666.632738,1748.426
388.320596,1700.659962,1748.426
388.691404,1734.687185,1748.426
389.0622121,1768.714408,1748.426
389.4330202,1802.741632,1748.426
389.8038283,1836.768855,1748.426
390.1746364,1870.796078,1748.426
390.5454444,1904.823302,1748.426
390.9162525,1938.850525,1748.426
391.2870606,1972.877748,1748.426
391.6578687,2006.904972,1748.426
392.0286768,2040.932195,1748.426
392.3994848,2074.959418,1748.426
392.7702929,2108.986642,1748.426
393.141101,2143.013865,1748.426
393.5119091,2177.041088,1748.426
393.8827172,2211.068311,1748.426
394.2535253,2245.095535,1748.426
394.6243333,2279.122758,1748.426
394.9951414,2313.149981,1748.426
395.3659495,2347.177205,1748.426
395.7367576,2381.204428,1748.426
396.1075657,2415.231651,1748.426
396.4783737,2449.258875,1748.426
396.8491818,2483.286098,1748.426
397.2199899,2517.313321,1748.426
397.590798,2551.340545,1748.426
397.9616061,2585.367768,1748.426
398.3324141,2619.394991,1748.426
398.7032222,2653.422215,1748.426
399.0740303,2687.449438,1748.426
399.4448384,2721.476661,1748.426
399.8156465,2755.503884,1748.426
400.1864545,2789.531108,1748.426
400.5572626,2823.558331,1748.426
400.9280707,2857.585554,1748.426
401.2988788,2891.612778,1748.426
401.6696869,2925.640001,1748.426
402.0404949,2959.667224,1748.426
402.411303,2993.694448,1748.426
402.7821111,3027.721671,1748.426
403.1529192,3061.748894,1748.426
403.5237273,3095.776118,1748.426
403.8945354,3129.803341,1748.426
404.2653434,3163.830564,1748.426
404.6361515,3197.857788,1748.426
405.0069596,3231.885011,1748.426
405.3777677,3265.912234,1748.426
405.7485758,3299.939457,1748.426
406.1193838,3333.966681,1748.426
406.4901919,3367.993904,1748.426
406.861,3402.021127,1748.426
